epoch,step,train_loss
0,49,10.433490753173828
1,99,9.161920547485352
2,149,8.98155403137207
3,199,8.888638496398926
4,249,8.823169708251953
5,299,8.767317771911621
6,349,8.732515335083008
7,399,8.692659378051758
8,449,8.658616065979004
9,499,8.634984016418457
10,549,8.607258796691895
11,599,8.579948425292969
12,649,8.562784194946289
13,699,8.539669036865234
14,749,8.526302337646484
15,799,8.510122299194336
16,849,8.484987258911133
17,899,8.478747367858887
18,949,8.458187103271484
19,999,8.4422025680542
20,1049,8.430635452270508
21,1099,8.416070938110352
22,1149,8.404151916503906
23,1199,8.392943382263184
24,1249,8.377567291259766
25,1299,8.370643615722656
26,1349,8.360595703125
27,1399,8.345907211303711
28,1449,8.339134216308594
29,1499,8.324138641357422
30,1549,8.314748764038086
31,1599,8.310420989990234
32,1649,8.295452117919922
33,1699,8.294830322265625
34,1749,8.284661293029785
35,1799,8.269466400146484
36,1849,8.268715858459473
37,1899,8.258136749267578
38,1949,8.247608184814453
39,1999,8.239683151245117
40,2049,8.236906051635742
41,2099,8.221772193908691
42,2149,8.220895767211914
43,2199,8.209909439086914
44,2249,8.21012020111084
45,2299,8.200617790222168
46,2349,8.187557220458984
47,2399,8.189584732055664
48,2449,8.17660903930664
49,2499,8.168878555297852
50,2549,8.167192459106445
51,2599,8.157843589782715
52,2649,8.154606819152832
53,2699,8.149727821350098
54,2749,8.13873291015625
55,2799,8.138669967651367
56,2849,8.129663467407227
57,2899,8.121415138244629
58,2949,8.120035171508789
59,2999,8.112527847290039
60,3049,8.10287857055664
61,3099,8.101917266845703
62,3149,8.093466758728027
63,3199,8.093454360961914
64,3249,8.088550567626953
65,3299,8.075238227844238
66,3349,8.07956600189209
67,3399,8.068463325500488
68,3449,8.061882972717285
69,3499,8.059069633483887
70,3549,8.053254127502441
71,3599,8.048820495605469
72,3649,8.045108795166016
73,3699,8.036365509033203
74,3749,8.036009788513184
75,3799,8.032136917114258
76,3849,8.023242950439453
77,3899,8.021740913391113
78,3949,8.012146949768066
79,3999,8.00741195678711
80,4049,8.00804328918457
81,4099,7.997380256652832
82,4149,8.000964164733887
83,4199,7.994632720947266
84,4249,7.983404636383057
85,4299,7.986895561218262
86,4349,7.9795074462890625
87,4399,7.972329139709473
88,4449,7.968000411987305
89,4499,7.968100070953369
90,4549,7.956083297729492
91,4599,7.958359241485596
92,4649,7.950175762176514
93,4699,7.952859878540039
94,4749,7.946203231811523
95,4799,7.9357099533081055
96,4849,7.940423011779785
97,4899,7.92946720123291
98,4949,7.924233913421631
99,4999,7.924848556518555
